person,anger,gender,item,description,do,other,scold,shout,poly,dich
154,16,1,18,want train shout,1,1,0,1,1,1
154,16,1,19,want store curse,1,0,0,0,1,1
154,16,1,20,want store scold,1,0,1,0,1,1
154,16,1,21,want store shout,1,0,0,1,0,0
154,16,1,22,want operator curse,1,0,0,0,2,1
154,16,1,23,want operator scold,1,0,1,0,0,0
154,16,1,24,want operator shout,1,0,0,1,1,1
155,22,1,1,do bus curse,0,1,0,0,1,1
155,22,1,2,do bus scold,0,1,1,0,2,1
155,22,1,3,do bus shout,0,1,0,1,1,1
155,22,1,4,do train curse,0,1,0,0,1,1
155,22,1,5,do train scold,0,1,1,0,1,1
155,22,1,6,do train shout,0,1,0,1,0,0
155,22,1,7,do store curse,0,0,0,0,1,1
155,22,1,8,do store scold,0,0,1,0,2,1
155,22,1,9,do store shout,0,0,0,1,2,1
155,22,1,10,do operator curse,0,0,0,0,1,1
155,22,1,11,do operator scold,0,0,1,0,0,0
155,22,1,12,do operator shout,0,0,0,1,0,0
155,22,1,13,want bus curse,1,1,0,0,0,0
155,22,1,14,want bus scold,1,1,1,0,2,1
155,22,1,15,want bus shout,1,1,0,1,1,1
155,22,1,16,want train curse,1,1,0,0,0,0
155,22,1,17,want train scold,1,1,1,0,1,1
155,22,1,18,want train shout,1,1,0,1,1,1
155,22,1,19,want store curse,1,0,0,0,1,1
155,22,1,20,want store scold,1,0,1,0,0,0
155,22,1,21,want store shout,1,0,0,1,1,1
155,22,1,22,want operator curse,1,0,0,0,2,1
155,22,1,23,want operator scold,1,0,1,0,2,1
155,22,1,24,want operator shout,1,0,0,1,1,1
156,21,0,1,do bus curse,0,1,0,0,1,1
156,21,0,2,do bus scold,0,1,1,0,0,0
156,21,0,3,do bus shout,0,1,0,1,1,1
156,21,0,4,do train curse,0,1,0,0,0,0
156,21,0,5,do train scold,0,1,1,0,0,0
156,21,0,6,do train shout,0,1,0,1,1,1
156,21,0,7,do store curse,0,0,0,0,0,0
156,21,0,8,do store scold,0,0,1,0,0,0
156,21,0,9,do store shout,0,0,0,1,0,0
156,21,0,10,do operator curse,0,0,0,0,1,1
156,21,0,11,do operator scold,0,0,1,0,0,0
156,21,0,12,do operator shout,0,0,0,1,0,0
156,21,0,13,want bus curse,1,1,0,0,0,0
156,21,0,14,want bus scold,1,1,1,0,0,0
156,21,0,15,want bus shout,1,1,0,1,0,0
156,21,0,16,want train curse,1,1,0,0,0,0
156,21,0,17,want train scold,1,1,1,0,0,0
156,21,0,18,want train shout,1,1,0,1,0,0
156,21,0,19,want store curse,1,0,0,0,0,0
156,21,0,20,want store scold,1,0,1,0,0,0
156,21,0,21,want store shout,1,0,0,1,0,0
156,21,0,22,want operator curse,1,0,0,0,0,0
156,21,0,23,want operator scold,1,0,1,0,0,0
156,21,0,24,want operator shout,1,0,0,1,0,0
157,19,0,1,do bus curse,0,1,0,0,2,1
157,19,0,2,do bus scold,0,1,1,0,0,0
157,19,0,3,do bus shout,0,1,0,1,0,0
157,19,0,4,do train curse,0,1,0,0,2,1
157,19,0,5,do train scold,0,1,1,0,2,1
157,19,0,6,do train shout,0,1,0,1,0,0
157,19,0,7,do store curse,0,0,0,0,1,1
157,19,0,8,do store scold,0,0,1,0,0,0
157,19,0,9,do store shout,0,0,0,1,0,0
157,19,0,10,do operator curse,0,0,0,0,1,1
157,19,0,11,do operator scold,0,0,1,0,0,0
157,19,0,12,do operator shout,0,0,0,1,0,0
157,19,0,13,want bus curse,1,1,0,0,2,1
157,19,0,14,want bus scold,1,1,1,0,0,0
157,19,0,15,want bus shout,1,1,0,1,0,0
157,19,0,16,want train curse,1,1,0,0,2,1
157,19,0,17,want train scold,1,1,1,0,1,1
157,19,0,18,want train shout,1,1,0,1,0,0
157,19,0,19,want store curse,1,0,0,0,0,0
157,19,0,20,want store scold,1,0,1,0,0,0
157,19,0,21,want store shout,1,0,0,1,0,0
157,19,0,22,want operator curse,1,0,0,0,0,0
157,19,0,23,want operator scold,1,0,1,0,0,0
157,19,0,24,want operator shout,1,0,0,1,0,0
158,21,0,1,do bus curse,0,1,0,0,2,1
158,21,0,2,do bus scold,0,1,1,0,2,1
158,21,0,3,do bus shout,0,1,0,1,0,0
158,21,0,4,do train curse,0,1,0,0,2,1
158,21,0,5,do train scold,0,1,1,0,0,0
158,21,0,6,do train shout,0,1,0,1,0,0
158,21,0,7,do store curse,0,0,0,0,2,1
158,21,0,8,do store scold,0,0,1,0,2,1
158,21,0,9,do store shout,0,0,0,1,0,0
158,21,0,10,do operator curse,0,0,0,0,2,1
158,21,0,11,do operator scold,0,0,1,0,2,1
158,21,0,12,do operator shout,0,0,0,1,0,0
158,21,0,13,want bus curse,1,1,0,0,2,1
158,21,0,14,want bus scold,1,1,1,0,2,1
158,21,0,15,want bus shout,1,1,0,1,0,0
158,21,0,16,want train curse,1,1,0,0,2,1
158,21,0,17,want train scold,1,1,1,0,2,1
158,21,0,18,want train shout,1,1,0,1,0,0
158,21,0,19,want store curse,1,0,0,0,2,1
158,21,0,20,want store scold,1,0,1,0,2,1
158,21,0,21,want store shout,1,0,0,1,0,0
158,21,0,22,want operator curse,1,0,0,0,2,1
158,21,0,23,want operator scold,1,0,1,0,2,1
158,21,0,24,want operator shout,1,0,0,1,0,0
159,16,0,1,do bus curse,0,1,0,0,0,0
159,16,0,2,do bus scold,0,1,1,0,1,1
159,16,0,3,do bus shout,0,1,0,1,1,1
159,16,0,4,do train curse,0,1,0,0,0,0
159,16,0,5,do train scold,0,1,1,0,1,1
159,16,0,6,do train shout,0,1,0,1,1,1
159,16,0,7,do store curse,0,0,0,0,0,0
159,16,0,8,do store scold,0,0,1,0,0,0
159,16,0,9,do store shout,0,0,0,1,0,0
159,16,0,10,do operator curse,0,0,0,0,0,0
159,16,0,11,do operator scold,0,0,1,0,0,0
159,16,0,12,do operator shout,0,0,0,1,0,0
159,16,0,13,want bus curse,1,1,0,0,1,1
159,16,0,14,want bus scold,1,1,1,0,0,0
159,16,0,15,want bus shout,1,1,0,1,0,0
159,16,0,16,want train curse,1,1,0,0,1,1
159,16,0,17,want train scold,1,1,1,0,0,0
159,16,0,18,want train shout,1,1,0,1,0,0
159,16,0,19,want store curse,1,0,0,0,2,1
159,16,0,20,want store scold,1,0,1,0,0,0
159,16,0,21,want store shout,1,0,0,1,0,0
159,16,0,22,want operator curse,1,0,0,0,1,1
159,16,0,23,want operator scold,1,0,1,0,0,0
159,16,0,24,want operator shout,1,0,0,1,0,0
160,17,0,1,do bus curse,0,1,0,0,2,1
160,17,0,2,do bus scold,0,1,1,0,2,1
160,17,0,3,do bus shout,0,1,0,1,2,1
160,17,0,4,do train curse,0,1,0,0,2,1
160,17,0,5,do train scold,0,1,1,0,1,1
160,17,0,6,do train shout,0,1,0,1,2,1
160,17,0,7,do store curse,0,0,0,0,1,1
160,17,0,8,do store scold,0,0,1,0,1,1
160,17,0,9,do store shout,0,0,0,1,0,0
160,17,0,10,do operator curse,0,0,0,0,1,1
160,17,0,11,do operator scold,0,0,1,0,1,1
160,17,0,12,do operator shout,0,0,0,1,1,1
160,17,0,13,want bus curse,1,1,0,0,2,1
160,17,0,14,want bus scold,1,1,1,0,2,1
160,17,0,15,want bus shout,1,1,0,1,1,1
160,17,0,16,want train curse,1,1,0,0,1,1
160,17,0,17,want train scold,1,1,1,0,1,1
160,17,0,18,want train shout,1,1,0,1,1,1
160,17,0,19,want store curse,1,0,0,0,0,0
160,17,0,20,want store scold,1,0,1,0,0,0
160,17,0,21,want store shout,1,0,0,1,0,0
160,17,0,22,want operator curse,1,0,0,0,1,1
160,17,0,23,want operator scold,1,0,1,0,1,1
160,17,0,24,want operator shout,1,0,0,1,0,0
161,15,1,1,do bus curse,0,1,0,0,1,1
161,15,1,2,do bus scold,0,1,1,0,1,1
161,15,1,3,do bus shout,0,1,0,1,1,1
161,15,1,4,do train curse,0,1,0,0,1,1
161,15,1,5,do train scold,0,1,1,0,1,1
161,15,1,6,do train shout,0,1,0,1,1,1
161,15,1,7,do store curse,0,0,0,0,0,0
161,15,1,8,do store scold,0,0,1,0,0,0
161,15,1,9,do store shout,0,0,0,1,0,0
161,15,1,10,do operator curse,0,0,0,0,1,1
161,15,1,11,do operator scold,0,0,1,0,1,1
161,15,1,12,do operator shout,0,0,0,1,1,1
161,15,1,13,want bus curse,1,1,0,0,2,1
161,15,1,14,want bus scold,1,1,1,0,1,1
161,15,1,15,want bus shout,1,1,0,1,1,1
161,15,1,16,want train curse,1,1,0,0,2,1
161,15,1,17,want train scold,1,1,1,0,0,0
161,15,1,18,want train shout,1,1,0,1,0,0
161,15,1,19,want store curse,1,0,0,0,1,1
161,15,1,20,want store scold,1,0,1,0,0,0
161,15,1,21,want store shout,1,0,0,1,0,0
161,15,1,22,want operator curse,1,0,0,0,1,1
161,15,1,23,want operator scold,1,0,1,0,1,1
161,15,1,24,want operator shout,1,0,0,1,1,1
162,27,1,1,do bus curse,0,1,0,0,1,1
162,27,1,2,do bus scold,0,1,1,0,0,0
162,27,1,3,do bus shout,0,1,0,1,0,0
162,27,1,4,do train curse,0,1,0,0,0,0
162,27,1,5,do train scold,0,1,1,0,0,0
162,27,1,6,do train shout,0,1,0,1,0,0
162,27,1,7,do store curse,0,0,0,0,2,1
162,27,1,8,do store scold,0,0,1,0,2,1
162,27,1,9,do store shout,0,0,0,1,1,1
162,27,1,10,do operator curse,0,0,0,0,0,0
162,27,1,11,do operator scold,0,0,1,0,0,0
162,27,1,12,do operator shout,0,0,0,1,0,0
162,27,1,13,want bus curse,1,1,0,0,1,1
162,27,1,14,want bus scold,1,1,1,0,0,0
162,27,1,15,want bus shout,1,1,0,1,0,0
162,27,1,16,want train curse,1,1,0,0,1,1
162,27,1,17,want train scold,1,1,1,0,0,0
162,27,1,18,want train shout,1,1,0,1,0,0
162,27,1,19,want store curse,1,0,0,0,2,1
162,27,1,20,want store scold,1,0,1,0,0,0
162,27,1,21,want store shout,1,0,0,1,0,0
162,27,1,22,want operator curse,1,0,0,0,1,1
162,27,1,23,want operator scold,1,0,1,0,0,0
162,27,1,24,want operator shout,1,0,0,1,0,0
163,21,1,1,do bus curse,0,1,0,0,2,1
163,21,1,2,do bus scold,0,1,1,0,1,1
163,21,1,3,do bus shout,0,1,0,1,0,0
163,21,1,4,do train curse,0,1,0,0,2,1
163,21,1,5,do train scold,0,1,1,0,2,1
163,21,1,6,do train shout,0,1,0,1,2,1
163,21,1,7,do store curse,0,0,0,0,2,1
163,21,1,8,do store scold,0,0,1,0,0,0
163,21,1,9,do store shout,0,0,0,1,1,1
163,21,1,10,do operator curse,0,0,0,0,2,1
163,21,1,11,do operator scold,0,0,1,0,2,1
163,21,1,12,do operator shout,0,0,0,1,0,0
163,21,1,13,want bus curse,1,1,0,0,2,1
163,21,1,14,want bus scold,1,1,1,0,0,0
163,21,1,15,want bus shout,1,1,0,1,0,0
163,21,1,16,want train curse,1,1,0,0,2,1
163,21,1,17,want train scold,1,1,1,0,0,0
163,21,1,18,want train shout,1,1,0,1,0,0
163,21,1,19,want store curse,1,0,0,0,2,1
163,21,1,20,want store scold,1,0,1,0,0,0
163,21,1,21,want store shout,1,0,0,1,0,0
163,21,1,22,want operator curse,1,0,0,0,2,1
163,21,1,23,want operator scold,1,0,1,0,0,0
163,21,1,24,want operator shout,1,0,0,1,0,0
164,19,0,1,do bus curse,0,1,0,0,1,1
164,19,0,2,do bus scold,0,1,1,0,1,1
164,19,0,3,do bus shout,0,1,0,1,1,1
164,19,0,4,do train curse,0,1,0,0,0,0
164,19,0,5,do train scold,0,1,1,0,1,1
164,19,0,6,do train shout,0,1,0,1,0,0
164,19,0,7,do store curse,0,0,0,0,1,1
164,19,0,8,do store scold,0,0,1,0,1,1
164,19,0,9,do store shout,0,0,0,1,1,1
164,19,0,10,do operator curse,0,0,0,0,2,1
164,19,0,11,do operator scold,0,0,1,0,0,0
164,19,0,12,do operator shout,0,0,0,1,0,0
164,19,0,13,want bus curse,1,1,0,0,2,1
164,19,0,14,want bus scold,1,1,1,0,0,0
164,19,0,15,want bus shout,1,1,0,1,0,0
164,19,0,16,want train curse,1,1,0,0,1,1
164,19,0,17,want train scold,1,1,1,0,0,0
164,19,0,18,want train shout,1,1,0,1,0,0
164,19,0,19,want store curse,1,0,0,0,1,1
164,19,0,20,want store scold,1,0,1,0,0,0
164,19,0,21,want store shout,1,0,0,1,0,0
164,19,0,22,want operator curse,1,0,0,0,2,1
164,19,0,23,want operator scold,1,0,1,0,0,0
164,19,0,24,want operator shout,1,0,0,1,0,0
165,17,0,1,do bus curse,0,1,0,0,2,1
165,17,0,2,do bus scold,0,1,1,0,2,1
165,17,0,3,do bus shout,0,1,0,1,0,0
165,17,0,4,do train curse,0,1,0,0,2,1
165,17,0,5,do train scold,0,1,1,0,2,1
165,17,0,6,do train shout,0,1,0,1,0,0
165,17,0,7,do store curse,0,0,0,0,2,1
165,17,0,8,do store scold,0,0,1,0,0,0
165,17,0,9,do store shout,0,0,0,1,0,0
165,17,0,10,do operator curse,0,0,0,0,2,1
165,17,0,11,do operator scold,0,0,1,0,2,1
165,17,0,12,do operator shout,0,0,0,1,0,0
165,17,0,13,want bus curse,1,1,0,0,0,0
165,17,0,14,want bus scold,1,1,1,0,0,0
165,17,0,15,want bus shout,1,1,0,1,0,0
165,17,0,16,want train curse,1,1,0,0,0,0
165,17,0,17,want train scold,1,1,1,0,0,0
165,17,0,18,want train shout,1,1,0,1,0,0
165,17,0,19,want store curse,1,0,0,0,0,0
165,17,0,20,want store scold,1,0,1,0,0,0
165,17,0,21,want store shout,1,0,0,1,0,0
165,17,0,22,want operator curse,1,0,0,0,1,1
165,17,0,23,want operator scold,1,0,1,0,1,1
165,17,0,24,want operator shout,1,0,0,1,0,0
166,21,0,1,do bus curse,0,1,0,0,1,1
166,21,0,2,do bus scold,0,1,1,0,1,1
166,21,0,3,do bus shout,0,1,0,1,0,0
166,21,0,4,do train curse,0,1,0,0,2,1
166,21,0,5,do train scold,0,1,1,0,2,1
166,21,0,6,do train shout,0,1,0,1,1,1
166,21,0,7,do store curse,0,0,0,0,2,1
166,21,0,8,do store scold,0,0,1,0,0,0
166,21,0,9,do store shout,0,0,0,1,0,0
166,21,0,10,do operator curse,0,0,0,0,1,1
166,21,0,11,do operator scold,0,0,1,0,2,1
166,21,0,12,do operator shout,0,0,0,1,0,0
166,21,0,13,want bus curse,1,1,0,0,2,1
166,21,0,14,want bus scold,1,1,1,0,2,1
166,21,0,15,want bus shout,1,1,0,1,0,0
166,21,0,16,want train curse,1,1,0,0,0,0
166,21,0,17,want train scold,1,1,1,0,0,0
166,21,0,18,want train shout,1,1,0,1,0,0
166,21,0,19,want store curse,1,0,0,0,2,1
166,21,0,20,want store scold,1,0,1,0,0,0
166,21,0,21,want store shout,1,0,0,1,0,0
166,21,0,22,want operator curse,1,0,0,0,2,1
166,21,0,23,want operator scold,1,0,1,0,1,1
166,21,0,24,want operator shout,1,0,0,1,1,1
167,24,1,1,do bus curse,0,1,0,0,1,1
167,24,1,2,do bus scold,0,1,1,0,1,1
167,24,1,3,do bus shout,0,1,0,1,0,0
167,24,1,4,do train curse,0,1,0,0,2,1
167,24,1,5,do train scold,0,1,1,0,1,1
167,24,1,6,do train shout,0,1,0,1,0,0
167,24,1,7,do store curse,0,0,0,0,0,0
167,24,1,8,do store scold,0,0,1,0,0,0
167,24,1,9,do store shout,0,0,0,1,0,0
167,24,1,10,do operator curse,0,0,0,0,1,1
167,24,1,11,do operator scold,0,0,1,0,1,1
167,24,1,12,do operator shout,0,0,0,1,0,0
167,24,1,13,want bus curse,1,1,0,0,2,1
167,24,1,14,want bus scold,1,1,1,0,2,1
167,24,1,15,want bus shout,1,1,0,1,0,0
167,24,1,16,want train curse,1,1,0,0,2,1
167,24,1,17,want train scold,1,1,1,0,2,1
167,24,1,18,want train shout,1,1,0,1,0,0
167,24,1,19,want store curse,1,0,0,0,0,0
167,24,1,20,want store scold,1,0,1,0,0,0
167,24,1,21,want store shout,1,0,0,1,0,0
167,24,1,22,want operator curse,1,0,0,0,2,1
167,24,1,23,want operator scold,1,0,1,0,1,1
167,24,1,24,want operator shout,1,0,0,1,0,0
168,20,0,1,do bus curse,0,1,0,0,2,1
168,20,0,2,do bus scold,0,1,1,0,0,0
168,20,0,3,do bus shout,0,1,0,1,0,0
168,20,0,4,do train curse,0,1,0,0,2,1
168,20,0,5,do train scold,0,1,1,0,1,1
168,20,0,6,do train shout,0,1,0,1,1,1
168,20,0,7,do store curse,0,0,0,0,0,0
168,20,0,8,do store scold,0,0,1,0,0,0
168,20,0,9,do store shout,0,0,0,1,0,0
168,20,0,10,do operator curse,0,0,0,0,2,1
168,20,0,11,do operator scold,0,0,1,0,0,0
168,20,0,12,do operator shout,0,0,0,1,0,0
168,20,0,13,want bus curse,1,1,0,0,2,1
168,20,0,14,want bus scold,1,1,1,0,0,0
168,20,0,15,want bus shout,1,1,0,1,0,0
168,20,0,16,want train curse,1,1,0,0,2,1
168,20,0,17,want train scold,1,1,1,0,1,1
168,20,0,18,want train shout,1,1,0,1,0,0
168,20,0,19,want store curse,1,0,0,0,2,1
168,20,0,20,want store scold,1,0,1,0,0,0
168,20,0,21,want store shout,1,0,0,1,0,0
168,20,0,22,want operator curse,1,0,0,0,2,1
168,20,0,23,want operator scold,1,0,1,0,0,0
168,20,0,24,want operator shout,1,0,0,1,0,0
169,16,1,1,do bus curse,0,1,0,0,2,1
169,16,1,2,do bus scold,0,1,1,0,2,1
169,16,1,3,do bus shout,0,1,0,1,1,1
169,16,1,4,do train curse,0,1,0,0,2,1
169,16,1,5,do train scold,0,1,1,0,2,1
169,16,1,6,do train shout,0,1,0,1,0,0
169,16,1,7,do store curse,0,0,0,0,0,0
169,16,1,8,do store scold,0,0,1,0,0,0
169,16,1,9,do store shout,0,0,0,1,0,0
169,16,1,10,do operator curse,0,0,0,0,0,0
169,16,1,11,do operator scold,0,0,1,0,2,1
169,16,1,12,do operator shout,0,0,0,1,0,0
169,16,1,13,want bus curse,1,1,0,0,2,1
169,16,1,14,want bus scold,1,1,1,0,1,1
169,16,1,15,want bus shout,1,1,0,1,0,0
169,16,1,16,want train curse,1,1,0,0,2,1
169,16,1,17,want train scold,1,1,1,0,1,1
169,16,1,18,want train shout,1,1,0,1,0,0
169,16,1,19,want store curse,1,0,0,0,0,0
169,16,1,20,want store scold,1,0,1,0,0,0
169,16,1,21,want store shout,1,0,0,1,0,0
169,16,1,22,want operator curse,1,0,0,0,2,1
169,16,1,23,want operator scold,1,0,1,0,1,1
169,16,1,24,want operator shout,1,0,0,1,0,0
170,14,0,1,do bus curse,0,1,0,0,1,1
170,14,0,2,do bus scold,0,1,1,0,0,0
170,14,0,3,do bus shout,0,1,0,1,0,0
170,14,0,4,do train curse,0,1,0,0,1,1
170,14,0,5,do train scold,0,1,1,0,1,1
170,14,0,6,do train shout,0,1,0,1,0,0
170,14,0,7,do store curse,0,0,0,0,0,0
170,14,0,8,do store scold,0,0,1,0,0,0
170,14,0,9,do store shout,0,0,0,1,0,0
170,14,0,10,do operator curse,0,0,0,0,1,1
170,14,0,11,do operator scold,0,0,1,0,1,1
170,14,0,12,do operator shout,0,0,0,1,0,0
170,14,0,13,want bus curse,1,1,0,0,1,1
170,14,0,14,want bus scold,1,1,1,0,0,0
170,14,0,15,want bus shout,1,1,0,1,0,0
170,14,0,16,want train curse,1,1,0,0,1,1
170,14,0,17,want train scold,1,1,1,0,0,0
170,14,0,18,want train shout,1,1,0,1,0,0
170,14,0,19,want store curse,1,0,0,0,1,1
170,14,0,20,want store scold,1,0,1,0,0,0
170,14,0,21,want store shout,1,0,0,1,0,0
170,14,0,22,want operator curse,1,0,0,0,1,1
170,14,0,23,want operator scold,1,0,1,0,0,0
170,14,0,24,want operator shout,1,0,0,1,0,0
171,14,0,1,do bus curse,0,1,0,0,1,1
171,14,0,2,do bus scold,0,1,1,0,0,0
171,14,0,3,do bus shout,0,1,0,1,0,0
171,14,0,4,do train curse,0,1,0,0,1,1
171,14,0,5,do train scold,0,1,1,0,1,1
171,14,0,6,do train shout,0,1,0,1,1,1
171,14,0,7,do store curse,0,0,0,0,1,1
171,14,0,8,do store scold,0,0,1,0,0,0
171,14,0,9,do store shout,0,0,0,1,0,0
171,14,0,10,do operator curse,0,0,0,0,1,1
171,14,0,11,do operator scold,0,0,1,0,1,1
171,14,0,12,do operator shout,0,0,0,1,1,1
171,14,0,13,want bus curse,1,1,0,0,0,0
171,14,0,14,want bus scold,1,1,1,0,0,0
171,14,0,15,want bus shout,1,1,0,1,0,0
171,14,0,16,want train curse,1,1,0,0,0,0
171,14,0,17,want train scold,1,1,1,0,0,0
171,14,0,18,want train shout,1,1,0,1,0,0
171,14,0,19,want store curse,1,0,0,0,0,0
171,14,0,20,want store scold,1,0,1,0,0,0
171,14,0,21,want store shout,1,0,0,1,0,0
171,14,0,22,want operator curse,1,0,0,0,1,1
171,14,0,23,want operator scold,1,0,1,0,0,0
171,14,0,24,want operator shout,1,0,0,1,0,0
172,20,1,1,do bus curse,0,1,0,0,1,1
172,20,1,2,do bus scold,0,1,1,0,0,0
172,20,1,3,do bus shout,0,1,0,1,0,0
172,20,1,4,do train curse,0,1,0,0,1,1
172,20,1,5,do train scold,0,1,1,0,1,1
172,20,1,6,do train shout,0,1,0,1,0,0
172,20,1,7,do store curse,0,0,0,0,2,1
172,20,1,8,do store scold,0,0,1,0,1,1
172,20,1,9,do store shout,0,0,0,1,2,1
172,20,1,10,do operator curse,0,0,0,0,1,1
172,20,1,11,do operator scold,0,0,1,0,2,1
172,20,1,12,do operator shout,0,0,0,1,0,0
172,20,1,13,want bus curse,1,1,0,0,1,1
172,20,1,14,want bus scold,1,1,1,0,1,1
172,20,1,15,want bus shout,1,1,0,1,1,1
172,20,1,16,want train curse,1,1,0,0,1,1
172,20,1,17,want train scold,1,1,1,0,1,1
172,20,1,18,want train shout,1,1,0,1,0,0
172,20,1,19,want store curse,1,0,0,0,2,1
172,20,1,20,want store scold,1,0,1,0,0,0
172,20,1,21,want store shout,1,0,0,1,1,1
172,20,1,22,want operator curse,1,0,0,0,1,1
172,20,1,23,want operator scold,1,0,1,0,0,0
172,20,1,24,want operator shout,1,0,0,1,0,0
173,23,0,1,do bus curse,0,1,0,0,0,0
173,23,0,2,do bus scold,0,1,1,0,2,1
173,23,0,3,do bus shout,0,1,0,1,0,0
173,23,0,4,do train curse,0,1,0,0,2,1
173,23,0,5,do train scold,0,1,1,0,2,1
173,23,0,6,do train shout,0,1,0,1,0,0
173,23,0,7,do store curse,0,0,0,0,0,0
173,23,0,8,do store scold,0,0,1,0,0,0
173,23,0,9,do store shout,0,0,0,1,0,0
173,23,0,10,do operator curse,0,0,0,0,1,1
173,23,0,11,do operator scold,0,0,1,0,2,1
173,23,0,12,do operator shout,0,0,0,1,0,0
173,23,0,13,want bus curse,1,1,0,0,1,1
173,23,0,14,want bus scold,1,1,1,0,0,0
173,23,0,15,want bus shout,1,1,0,1,0,0
173,23,0,16,want train curse,1,1,0,0,2,1
173,23,0,17,want train scold,1,1,1,0,1,1
173,23,0,18,want train shout,1,1,0,1,0,0
173,23,0,19,want store curse,1,0,0,0,0,0
173,23,0,20,want store scold,1,0,1,0,0,0
173,23,0,21,want store shout,1,0,0,1,0,0
173,23,0,22,want operator curse,1,0,0,0,1,1
173,23,0,23,want operator scold,1,0,1,0,0,0
173,23,0,24,want operator shout,1,0,0,1,0,0
174,23,1,1,do bus curse,0,1,0,0,0,0
174,23,1,2,do bus scold,0,1,1,0,0,0
174,23,1,3,do bus shout,0,1,0,1,1,1
174,23,1,4,do train curse,0,1,0,0,0,0
174,23,1,5,do train scold,0,1,1,0,0,0
174,23,1,6,do train shout,0,1,0,1,2,1
174,23,1,7,do store curse,0,0,0,0,2,1
174,23,1,8,do store scold,0,0,1,0,0,0
174,23,1,9,do store shout,0,0,0,1,0,0
174,23,1,10,do operator curse,0,0,0,0,1,1
174,23,1,11,do operator scold,0,0,1,0,0,0
174,23,1,12,do operator shout,0,0,0,1,2,1
174,23,1,13,want bus curse,1,1,0,0,0,0
174,23,1,14,want bus scold,1,1,1,0,0,0
174,23,1,15,want bus shout,1,1,0,1,0,0
174,23,1,16,want train curse,1,1,0,0,2,1
174,23,1,17,want train scold,1,1,1,0,0,0
174,23,1,18,want train shout,1,1,0,1,1,1
174,23,1,19,want store curse,1,0,0,0,1,1
174,23,1,20,want store scold,1,0,1,0,0,0
174,23,1,21,want store shout,1,0,0,1,0,0
174,23,1,22,want operator curse,1,0,0,0,2,1
174,23,1,23,want operator scold,1,0,1,0,0,0
174,23,1,24,want operator shout,1,0,0,1,0,0
175,23,0,1,do bus curse,0,1,0,0,1,1
175,23,0,2,do bus scold,0,1,1,0,1,1
175,23,0,3,do bus shout,0,1,0,1,1,1
175,23,0,4,do train curse,0,1,0,0,1,1
175,23,0,5,do train scold,0,1,1,0,1,1
175,23,0,6,do train shout,0,1,0,1,2,1
175,23,0,7,do store curse,0,0,0,0,1,1
175,23,0,8,do store scold,0,0,1,0,0,0
175,23,0,9,do store shout,0,0,0,1,0,0
175,23,0,10,do operator curse,0,0,0,0,0,0
175,23,0,11,do operator scold,0,0,1,0,0,0
175,23,0,12,do operator shout,0,0,0,1,0,0
175,23,0,13,want bus curse,1,1,0,0,2,1
175,23,0,14,want bus scold,1,1,1,0,1,1
175,23,0,15,want bus shout,1,1,0,1,1,1
175,23,0,16,want train curse,1,1,0,0,2,1
175,23,0,17,want train scold,1,1,1,0,0,0
175,23,0,18,want train shout,1,1,0,1,1,1
175,23,0,19,want store curse,1,0,0,0,0,0
175,23,0,20,want store scold,1,0,1,0,0,0
175,23,0,21,want store shout,1,0,0,1,1,1
175,23,0,22,want operator curse,1,0,0,0,1,1
175,23,0,23,want operator scold,1,0,1,0,0,0
175,23,0,24,want operator shout,1,0,0,1,0,0
176,23,0,1,do bus curse,0,1,0,0,2,1
176,23,0,2,do bus scold,0,1,1,0,0,0
176,23,0,3,do bus shout,0,1,0,1,1,1
176,23,0,4,do train curse,0,1,0,0,2,1
176,23,0,5,do train scold,0,1,1,0,2,1
176,23,0,6,do train shout,0,1,0,1,2,1
176,23,0,7,do store curse,0,0,0,0,2,1
176,23,0,8,do store scold,0,0,1,0,1,1
176,23,0,9,do store shout,0,0,0,1,0,0
176,23,0,10,do operator curse,0,0,0,0,2,1
176,23,0,11,do operator scold,0,0,1,0,1,1
176,23,0,12,do operator shout,0,0,0,1,1,1
176,23,0,13,want bus curse,1,1,0,0,2,1
176,23,0,14,want bus scold,1,1,1,0,1,1
176,23,0,15,want bus shout,1,1,0,1,0,0
176,23,0,16,want train curse,1,1,0,0,2,1
176,23,0,17,want train scold,1,1,1,0,2,1
176,23,0,18,want train shout,1,1,0,1,0,0
176,23,0,19,want store curse,1,0,0,0,1,1
176,23,0,20,want store scold,1,0,1,0,0,0
176,23,0,21,want store shout,1,0,0,1,0,0
176,23,0,22,want operator curse,1,0,0,0,1,1
176,23,0,23,want operator scold,1,0,1,0,0,0
176,23,0,24,want operator shout,1,0,0,1,0,0
177,18,1,1,do bus curse,0,1,0,0,1,1
177,18,1,2,do bus scold,0,1,1,0,1,1
177,18,1,3,do bus shout,0,1,0,1,1,1
177,18,1,4,do train curse,0,1,0,0,2,1
177,18,1,5,do train scold,0,1,1,0,2,1
177,18,1,6,do train shout,0,1,0,1,2,1
177,18,1,7,do store curse,0,0,0,0,2,1
177,18,1,8,do store scold,0,0,1,0,1,1
177,18,1,9,do store shout,0,0,0,1,2,1
177,18,1,10,do operator curse,0,0,0,0,1,1
177,18,1,11,do operator scold,0,0,1,0,1,1
177,18,1,12,do operator shout,0,0,0,1,1,1
